Date,Shift,Machine_ID,Operator_ID,Fabric_Type,Target_Output_Meters,Actual_Output_Meters,Defect_Rate_Percent,Machine_Downtime_Minutes,Power_Consumption_kWh,Rework_Required_Meters,Operator_Experience_Years,Ambient_Temperature_C,Humidity_Percent,Production_Efficiency_Percent,Comments
2024-02-17,Morning,M011,O002,Blend,1192,1102,1.71,2,393.43,20,2.2,24.9,78.8,92.45,Smooth
2024-01-28,Morning,M006,O023,Cotton,1188,842,8.03,15,312.77,13,10.6,28.8,65.7,70.88,Power Cut
2024-02-25,Afternoon,M004,O005,Polyester,808,818,9.37,11,326.66,35,3.5,28.1,42.9,101.24,Humidity Issue
2024-04-12,Afternoon,M015,O013,Polyester,1190,1167,4.03,25,315.33,55,4.2,30.8,53.5,98.07,Smooth
2024-01-03,Afternoon,M011,O018,Cotton,1021,878,0.51,6,337.29,21,11.7,27.1,72.1,85.99,Low Quality Yarn
2024-03-21,Night,M007,O020,Cotton,1128,858,3.67,4,369.05,32,3.3,28.7,54.7,76.06,Smooth
2024-03-15,Morning,M019,O016,Polyester,838,622,6.28,1,416.6,28,8.5,24.4,47.0,74.22,Smooth
2024-03-31,Afternoon,M011,O029,Blend,861,733,8.43,10,394.53,33,13.8,31.1,43.8,85.13,Smooth
2024-03-28,Morning,M018,O048,Blend,1186,1088,7.41,14,293.1,45,10.9,31.1,43.4,91.74,Smooth
2024-02-02,Morning,M018,O007,Blend,868,768,1.74,4,347.45,24,9.5,29.3,66.5,88.48,Smooth
2024-01-07,Morning,M007,O047,Cotton,1117,1155,2.15,1,340.81,56,12.7,30.6,60.0,103.4,Smooth
2024-02-07,Afternoon,M012,O035,Polyester,916,1000,0.97,3,280.37,47,1.5,33.9,62.0,109.17,Operator Absent
2024-04-04,Night,M004,O026,Polyester,1138,1065,6.53,2,401.19,18,12.5,28.8,62.5,93.59,Low Quality Yarn
2024-02-06,Night,M004,O048,Blend,1025,1029,7.14,2,402.94,28,14.5,30.6,58.1,100.39,Smooth
2024-02-03,Afternoon,M016,O037,Cotton,887,671,3.89,30,390.04,30,5.6,28.8,43.3,75.65,Smooth
2024-02-10,Morning,M001,O020,Cotton,1045,1034,3.12,15,313.65,42,6.0,21.5,57.7,98.95,Smooth
2024-02-09,Morning,M008,O040,Blend,1114,947,3.67,7,324.47,29,10.2,33.4,50.8,85.01,Smooth
2024-01-07,Night,M019,O041,Blend,970,786,9.33,12,442.9,8,9.5,32.9,60.4,81.03,Power Cut
2024-03-14,Morning,M011,O010,Cotton,1122,1030,3.59,0,306.13,12,1.0,22.8,68.7,91.8,Smooth
2024-04-17,Afternoon,M009,O001,Polyester,806,737,5.09,2,314.65,12,7.2,31.6,51.5,91.44,Smooth
2024-03-21,Morning,M009,O012,Cotton,1141,911,6.45,10,334.43,11,4.5,33.7,79.2,79.84,Smooth
2024-04-17,Morning,M018,O027,Polyester,1181,1108,7.1,0,322.23,36,13.9,30.1,78.7,93.82,Smooth
2024-02-18,Morning,M005,O012,Cotton,860,787,4.58,29,326.29,22,4.0,30.6,58.8,91.51,Low Quality Yarn
2024-04-10,Afternoon,M014,O021,Cotton,844,744,5.82,4,350.7,32,10.1,26.2,53.5,88.15,Smooth
2024-03-16,Morning,M011,O008,Polyester,1133,1217,9.12,2,361.62,37,0.9,32.7,49.9,107.41,Smooth
2024-02-08,Night,M012,O027,Blend,860,760,6.29,8,306.31,24,1.8,32.9,56.5,88.37,Power Cut
2024-03-14,Morning,M009,O025,Polyester,1130,1130,6.93,46,349.27,26,6.9,24.6,74.3,100.0,Breakdown
2024-04-19,Morning,M006,O026,Polyester,1176,1145,8.82,2,333.71,25,7.9,32.2,77.6,97.36,Smooth
2024-04-13,Afternoon,M017,O045,Blend,955,686,3.52,19,286.48,18,6.1,28.7,76.6,71.83,Smooth
2024-02-28,Morning,M019,O032,Polyester,962,966,5.05,44,315.36,19,6.8,29.8,46.3,100.42,Smooth
2024-03-09,Night,M005,O013,Polyester,815,879,7.67,3,429.41,41,13.3,32.0,60.6,107.85,Smooth
2024-02-29,Morning,M018,O031,Polyester,1133,1144,5.62,8,263.33,12,11.0,30.7,41.3,100.97,Smooth
2024-04-12,Afternoon,M013,O035,Blend,1051,985,5.39,34,313.23,31,12.7,29.9,79.9,93.72,Low Quality Yarn
2024-03-02,Afternoon,M011,O037,Cotton,1075,937,3.2,23,372.6,24,1.1,26.4,53.9,87.16,Smooth
2024-02-15,Afternoon,M001,O034,Cotton,947,763,6.86,29,390.32,9,8.3,28.2,42.8,80.57,Smooth
2024-02-18,Night,M015,O037,Blend,1149,1233,7.66,10,374.17,60,10.9,33.2,77.0,107.31,Low Quality Yarn
2024-03-10,Night,M003,O018,Polyester,1177,1067,1.17,7,362.34,31,9.5,27.0,40.4,90.65,Power Cut
2024-01-31,Afternoon,M017,O006,Cotton,978,760,4.91,30,288.32,29,9.3,24.3,52.0,77.71,Smooth
2024-01-21,Afternoon,M003,O023,Cotton,1148,992,2.18,33,333.74,10,3.7,27.2,71.2,86.41,Breakdown
2024-04-27,Morning,M007,O032,Cotton,1099,857,0.8,6,379.43,39,12.9,32.0,67.3,77.98,Smooth
2024-03-07,Morning,M005,O046,Cotton,824,594,7.83,18,352.03,11,12.8,34.3,69.1,72.09,Smooth
2024-02-27,Afternoon,M019,O006,Cotton,1193,1303,1.56,2,381.61,22,1.5,28.1,79.9,109.22,Smooth
2024-02-08,Afternoon,M004,O004,Cotton,858,609,8.35,4,359.58,28,13.9,33.6,40.4,70.98,Humidity Issue
2024-01-18,Morning,M013,O025,Polyester,1137,830,2.5,11,344.89,28,3.2,33.0,72.2,73.0,Smooth
2024-01-09,Morning,M014,O023,Blend,1196,1299,2.69,6,355.98,39,2.6,27.5,57.7,108.61,Humidity Issue
2024-01-28,Morning,M020,O034,Polyester,838,698,5.22,8,305.93,8,11.4,34.2,78.2,83.29,Smooth
2024-01-07,Night,M016,O027,Cotton,990,788,3.24,2,292.56,19,10.6,30.8,62.4,79.6,Smooth
2024-03-13,Morning,M015,O015,Blend,1116,953,4.2,8,373.0,19,5.9,30.7,62.8,85.39,Smooth
2024-04-27,Morning,M020,O006,Polyester,985,1036,9.42,13,362.72,27,7.3,28.1,42.0,105.18,Smooth
2024-04-23,Morning,M005,O005,Blend,929,721,7.91,6,305.49,31,11.4,25.4,50.9,77.61,Low Quality Yarn
2024-03-22,Afternoon,M014,O007,Cotton,1147,856,2.52,25,400.01,28,5.8,37.3,72.3,74.63,Humidity Issue
2024-02-07,Night,M015,O026,Blend,1122,1020,1.17,1,386.22,22,13.1,30.2,70.6,90.91,Humidity Issue
2024-01-09,Afternoon,M017,O049,Cotton,1017,812,0.36,1,307.78,20,7.8,31.9,69.0,79.84,Smooth
2024-02-05,Morning,M014,O008,Cotton,1154,860,4.06,6,416.04,14,12.2,30.5,67.7,74.52,Smooth
2024-01-18,Afternoon,M002,O047,Blend,814,750,7.0,5,369.93,23,9.8,27.4,53.5,92.14,Smooth
2024-02-16,Morning,M005,O044,Polyester,916,973,5.87,0,429.07,40,7.7,29.1,75.8,106.22,Low Quality Yarn
2024-03-26,Afternoon,M004,O031,Cotton,1054,850,4.11,22,365.49,37,1.8,32.0,74.6,80.65,Smooth
2024-02-16,Afternoon,M010,O008,Polyester,1125,931,1.78,2,273.65,21,2.5,28.5,51.8,82.76,Smooth
2024-01-13,Morning,M012,O005,Polyester,1068,992,4.42,4,373.06,39,5.3,30.9,69.8,92.88,Smooth
2024-01-04,Morning,M012,O028,Blend,936,712,1.3,4,319.75,8,2.4,32.2,74.3,76.07,Smooth
2024-01-23,Night,M017,O011,Blend,1048,999,2.53,8,455.72,19,13.0,31.1,52.4,95.32,Smooth
2024-02-19,Morning,M009,O043,Blend,1018,995,0.16,4,380.49,12,12.0,23.8,48.7,97.74,Smooth
2024-04-05,Night,M014,O043,Polyester,959,931,8.03,8,391.14,22,12.2,33.7,51.8,97.08,Smooth
2024-01-13,Morning,M005,O024,Blend,901,836,7.45,4,330.75,35,14.0,24.4,61.8,92.79,Low Quality Yarn
2024-01-14,Night,M020,O032,Polyester,1129,1089,9.03,1,388.22,46,12.9,27.1,56.6,96.46,Humidity Issue
2024-02-12,Night,M003,O002,Cotton,921,677,4.38,2,398.69,8,12.5,27.8,57.1,73.51,Power Cut
2024-02-11,Morning,M012,O022,Polyester,1139,1068,0.9,4,340.99,20,14.0,34.1,53.8,93.77,Smooth
2024-02-19,Afternoon,M002,O017,Cotton,819,626,5.63,28,358.76,27,7.4,27.1,79.8,76.43,Smooth
2024-03-10,Night,M004,O041,Blend,845,821,0.74,49,269.52,26,4.9,27.9,43.5,97.16,Smooth
2024-01-03,Night,M010,O021,Cotton,859,601,4.5,18,299.72,9,2.9,27.1,51.4,69.97,Breakdown
2024-01-06,Morning,M013,O038,Polyester,873,887,9.06,36,371.75,20,2.1,29.1,74.8,101.6,Breakdown
2024-03-07,Night,M016,O032,Blend,872,832,1.65,5,399.99,23,14.8,27.3,42.2,95.41,Power Cut
2024-04-25,Afternoon,M012,O016,Cotton,904,761,4.82,6,406.82,34,14.1,27.3,72.2,84.18,Smooth
2024-02-23,Night,M020,O033,Polyester,942,979,5.51,17,308.54,22,7.3,25.2,51.4,103.93,Smooth
2024-02-14,Morning,M008,O001,Blend,1001,1085,3.13,1,315.5,15,3.7,30.1,58.6,108.39,Smooth
2024-03-03,Morning,M012,O008,Polyester,1062,927,8.0,13,258.06,21,11.7,27.6,42.1,87.29,Smooth
2024-02-28,Afternoon,M011,O035,Blend,1143,805,7.96,6,331.92,38,13.0,28.5,68.4,70.43,Smooth
2024-04-27,Morning,M016,O027,Polyester,1167,1042,5.2,36,323.78,19,10.3,31.6,56.2,89.29,Smooth
2024-01-09,Afternoon,M001,O036,Blend,1077,1155,0.89,7,330.0,40,2.8,26.9,78.7,107.24,Operator Absent
2024-03-31,Morning,M014,O050,Cotton,958,1021,1.67,1,332.24,28,9.2,26.1,42.9,106.58,Smooth
2024-01-08,Afternoon,M014,O001,Blend,1132,895,9.31,23,404.61,18,13.7,25.6,65.4,79.06,Smooth
2024-03-22,Afternoon,M015,O015,Blend,970,706,9.09,31,353.11,15,6.2,27.6,47.2,72.78,Smooth
2024-01-07,Morning,M010,O032,Cotton,1000,931,9.58,6,360.4,21,12.9,27.8,57.4,93.1,Smooth
2024-01-29,Afternoon,M005,O036,Cotton,1132,879,1.91,14,393.91,16,5.2,27.7,58.6,77.65,Smooth
2024-02-14,Morning,M004,O015,Blend,958,1032,9.32,2,301.01,31,7.2,28.8,76.0,107.72,Smooth
2024-02-13,Morning,M012,O017,Blend,1090,1168,3.84,6,277.17,21,1.0,28.7,65.7,107.16,Smooth
2024-01-15,Afternoon,M002,O013,Cotton,1173,944,0.52,2,370.93,27,6.5,31.1,79.1,80.48,Operator Absent
2024-01-26,Morning,M002,O010,Cotton,913,712,2.15,3,329.24,33,9.4,26.6,56.5,77.98,Smooth
2024-04-08,Morning,M007,O033,Cotton,1125,1207,0.48,2,449.96,13,6.3,33.4,66.0,107.29,Power Cut
2024-04-01,Morning,M011,O026,Cotton,949,929,6.38,3,342.28,14,14.2,27.4,59.0,97.89,Operator Absent
2024-03-21,Morning,M004,O003,Cotton,851,703,7.66,6,397.86,31,10.3,28.3,41.9,82.61,Low Quality Yarn
2024-02-22,Afternoon,M017,O001,Polyester,955,884,7.63,1,370.65,9,11.4,29.1,59.0,92.57,Humidity Issue
2024-01-15,Afternoon,M017,O035,Polyester,993,872,0.07,17,380.98,32,10.7,23.6,78.2,87.81,Smooth
2024-04-29,Morning,M020,O037,Polyester,921,840,4.0,30,281.31,12,12.7,32.9,54.5,91.21,Smooth
2024-04-08,Morning,M004,O030,Cotton,1049,1011,4.71,2,318.69,26,8.4,30.4,57.4,96.38,Breakdown
2024-02-18,Morning,M017,O007,Blend,941,940,8.28,14,386.77,40,12.7,30.2,52.1,99.89,Smooth
2024-03-16,Night,M017,O017,Cotton,885,771,4.71,1,310.66,10,14.0,27.6,63.2,87.12,Smooth
2024-04-13,Afternoon,M010,O039,Polyester,1071,1035,9.12,4,328.99,18,12.6,30.3,70.7,96.64,Smooth
2024-01-06,Morning,M009,O045,Cotton,1144,961,3.77,7,316.59,40,4.6,27.7,47.7,84.0,Humidity Issue
2024-02-27,Night,M004,O019,Blend,976,880,8.66,2,339.02,35,8.5,28.1,72.7,90.16,Smooth
2024-03-08,Night,M016,O022,Blend,887,961,7.93,9,321.12,47,6.1,30.0,46.1,108.34,Humidity Issue
2024-03-10,Night,M010,O032,Polyester,814,786,2.84,8,283.21,34,4.3,36.4,57.9,96.56,Smooth
2024-02-22,Afternoon,M018,O030,Blend,980,896,6.64,15,432.02,14,14.0,26.5,55.3,91.43,Smooth
2024-04-16,Night,M002,O024,Polyester,886,878,0.2,2,402.74,27,14.0,29.9,59.4,99.1,Smooth
2024-03-02,Morning,M018,O032,Cotton,1129,1011,1.2,16,369.91,46,14.2,29.2,60.8,89.55,Power Cut
2024-01-31,Night,M018,O030,Blend,1157,1123,7.79,1,328.57,33,2.7,30.3,47.3,97.06,Low Quality Yarn
2024-01-13,Night,M019,O028,Blend,998,844,4.32,9,350.35,14,8.8,27.6,65.5,84.57,Smooth
2024-03-03,Afternoon,M016,O042,Blend,1166,1075,7.38,4,330.91,31,9.9,34.5,40.7,92.2,Smooth
2024-02-22,Night,M013,O015,Blend,922,886,6.19,3,361.22,13,5.7,31.5,63.7,96.1,Smooth
2024-01-02,Afternoon,M003,O025,Polyester,902,932,0.44,2,277.82,11,0.9,32.1,49.8,103.33,Smooth
2024-04-19,Afternoon,M001,O045,Polyester,1172,1233,4.16,12,341.55,21,8.0,32.3,76.3,105.2,Low Quality Yarn
2024-02-09,Afternoon,M001,O022,Cotton,908,927,0.66,11,392.85,13,8.2,30.5,75.2,102.09,Smooth
2024-04-18,Afternoon,M020,O016,Polyester,926,800,4.82,0,303.18,38,4.6,26.4,58.4,86.39,Smooth
2024-02-26,Night,M003,O034,Cotton,1083,1048,1.62,6,380.61,36,10.2,31.2,45.1,96.77,Smooth
2024-02-24,Night,M013,O004,Cotton,1141,1230,1.33,14,360.23,47,11.4,29.7,48.8,107.8,Humidity Issue
2024-01-13,Afternoon,M017,O048,Polyester,816,715,6.18,14,334.03,30,8.0,31.6,58.5,87.62,Smooth
2024-02-16,Afternoon,M020,O008,Blend,935,772,5.81,13,438.63,29,10.8,26.3,42.1,82.57,Smooth
2024-03-12,Afternoon,M009,O029,Polyester,1022,1066,4.58,3,344.67,48,6.0,25.1,70.0,104.31,Breakdown
2024-04-20,Night,M008,O009,Cotton,1138,840,4.76,47,314.74,25,3.9,32.0,56.4,73.81,Smooth
2024-04-16,Night,M004,O015,Cotton,817,826,7.71,2,358.17,20,7.8,32.2,64.2,101.1,Low Quality Yarn
2024-02-08,Morning,M019,O017,Polyester,1036,957,4.86,7,372.55,30,2.4,28.6,70.6,92.37,Smooth
2024-03-13,Night,M007,O016,Blend,1075,1153,9.47,4,352.83,16,14.0,26.6,47.3,107.26,Operator Absent
2024-04-17,Morning,M018,O042,Cotton,862,690,4.07,4,339.45,11,4.4,34.3,60.4,80.05,Smooth
2024-02-27,Night,M020,O011,Cotton,978,742,6.12,8,364.27,34,14.2,30.4,49.8,75.87,Smooth
2024-04-24,Afternoon,M014,O021,Polyester,1078,811,3.02,22,341.89,22,1.2,29.9,61.8,75.23,Humidity Issue
2024-02-11,Afternoon,M009,O036,Polyester,1096,915,4.73,9,368.69,25,12.4,32.6,76.2,83.49,Breakdown
2024-03-15,Night,M012,O031,Cotton,836,625,5.32,3,356.43,27,2.9,29.0,72.5,74.76,Low Quality Yarn
2024-02-11,Afternoon,M018,O005,Polyester,1102,1147,9.14,3,335.75,36,1.2,31.9,41.8,104.08,Smooth
2024-02-02,Afternoon,M013,O048,Blend,901,890,4.44,2,378.37,8,12.2,26.9,43.2,98.78,Smooth
2024-02-11,Afternoon,M003,O028,Blend,1162,902,3.86,6,281.6,43,9.8,26.7,40.9,77.62,Smooth
2024-03-30,Night,M018,O030,Cotton,887,773,8.75,3,360.64,26,8.8,29.0,42.1,87.15,Smooth
2024-04-25,Afternoon,M012,O033,Blend,897,678,6.23,2,504.49,14,14.3,30.8,73.7,75.59,Smooth
2024-03-03,Night,M018,O038,Cotton,940,929,0.78,1,287.76,45,2.8,29.9,59.5,98.83,Smooth
2024-01-28,Afternoon,M012,O032,Polyester,1109,937,6.39,1,267.18,42,1.1,28.5,76.5,84.49,Smooth
2024-02-27,Night,M017,O006,Cotton,1064,1099,2.98,15,254.75,26,1.5,30.8,79.6,103.29,Smooth
2024-02-19,Night,M001,O009,Cotton,1110,794,6.55,5,272.1,30,1.5,38.5,47.8,71.53,Smooth
2024-01-17,Morning,M011,O017,Cotton,994,781,7.38,2,279.46,34,14.2,31.1,60.7,78.57,Breakdown
2024-04-23,Afternoon,M010,O036,Polyester,1120,941,2.34,0,392.46,29,14.2,26.2,55.9,84.02,Smooth
2024-01-05,Night,M003,O043,Cotton,936,914,4.89,7,333.52,26,10.7,24.9,77.6,97.65,Smooth
2024-03-07,Afternoon,M007,O006,Polyester,836,695,0.42,6,287.17,28,14.8,30.5,77.8,83.13,Humidity Issue
2024-02-29,Morning,M011,O037,Blend,991,771,8.75,12,445.64,33,7.5,23.5,54.9,77.8,Smooth
2024-03-11,Afternoon,M019,O014,Blend,959,860,5.79,2,364.61,30,1.9,32.0,64.2,89.68,Breakdown
2024-02-12,Afternoon,M019,O015,Polyester,1009,755,0.79,7,427.91,10,6.7,24.9,47.0,74.83,Smooth
2024-01-17,Morning,M012,O043,Blend,818,895,5.61,11,317.53,43,4.7,29.2,57.0,109.41,Smooth
2024-02-13,Afternoon,M019,O034,Cotton,1004,963,0.25,16,261.78,12,2.9,30.9,75.8,95.92,Smooth
2024-04-10,Night,M008,O013,Polyester,1176,1145,2.5,0,383.63,29,5.8,35.3,48.7,97.36,Smooth
2024-02-26,Morning,M009,O003,Polyester,998,965,9.71,1,277.17,26,4.2,35.6,73.0,96.69,Smooth
2024-01-14,Afternoon,M012,O040,Cotton,958,856,5.43,3,305.48,32,6.2,31.9,56.6,89.35,Smooth
2024-04-16,Afternoon,M015,O004,Polyester,853,757,3.68,1,404.12,27,4.7,26.2,58.4,88.75,Smooth
2024-03-08,Morning,M018,O019,Polyester,963,748,2.1,0,342.07,14,4.6,30.7,45.1,77.67,Operator Absent
2024-02-21,Night,M016,O031,Blend,800,764,0.75,1,282.0,29,8.6,33.7,50.2,95.5,Power Cut
2024-02-13,Morning,M007,O017,Cotton,1121,1076,1.16,7,267.42,36,13.1,28.7,80.0,95.99,Humidity Issue
2024-01-27,Morning,M010,O024,Cotton,873,823,4.05,2,342.86,20,13.8,24.9,54.7,94.27,Smooth
2024-02-08,Afternoon,M005,O010,Polyester,1081,918,3.84,18,409.52,21,12.4,34.7,41.5,84.92,Smooth
2024-04-23,Morning,M016,O038,Cotton,1170,1226,5.13,5,454.58,12,13.1,29.9,57.9,104.79,Humidity Issue
2024-03-27,Afternoon,M019,O029,Blend,1030,862,1.38,5,221.8,32,6.6,29.7,78.5,83.69,Smooth
2024-03-23,Night,M006,O018,Polyester,943,886,8.07,1,267.39,29,13.0,26.9,43.1,93.96,Smooth
2024-01-24,Night,M001,O042,Blend,1083,789,8.5,2,375.29,34,2.3,36.0,45.2,72.85,Power Cut
2024-01-05,Afternoon,M002,O014,Cotton,820,756,9.46,5,399.78,35,12.6,25.2,79.8,92.2,Smooth
2024-03-18,Night,M013,O026,Polyester,826,585,1.13,9,321.67,11,11.9,32.5,42.3,70.82,Humidity Issue
2024-04-16,Afternoon,M014,O048,Blend,816,691,5.06,8,308.03,23,9.0,34.0,61.9,84.68,Operator Absent
2024-03-11,Night,M020,O007,Polyester,1032,986,2.59,0,335.4,29,12.7,28.8,68.1,95.54,Smooth
2024-04-16,Afternoon,M007,O019,Blend,1038,1054,3.51,5,288.17,13,9.1,28.7,79.6,101.54,Humidity Issue
2024-01-11,Morning,M005,O050,Cotton,979,750,0.47,15,385.15,28,14.2,28.4,56.4,76.61,Smooth
2024-02-29,Morning,M017,O048,Cotton,908,876,4.65,9,283.0,26,8.2,29.3,72.4,96.48,Low Quality Yarn
2024-01-23,Night,M009,O021,Cotton,864,858,6.64,1,350.13,39,13.8,35.4,42.2,99.31,Smooth
2024-01-30,Morning,M002,O014,Blend,1025,1053,0.38,4,291.76,41,0.6,30.4,46.7,102.73,Smooth
2024-02-21,Night,M001,O024,Cotton,1015,946,7.14,24,400.67,24,0.5,33.6,44.8,93.2,Smooth
2024-03-13,Night,M004,O022,Cotton,970,886,6.75,5,358.27,11,3.3,35.2,73.6,91.34,Smooth
2024-03-18,Afternoon,M019,O033,Cotton,806,797,8.95,1,396.94,13,8.9,26.3,76.2,98.88,Smooth
2024-04-24,Morning,M002,O030,Cotton,1196,990,6.7,2,275.08,18,5.0,33.4,47.2,82.78,Smooth
2024-02-14,Night,M013,O031,Cotton,1100,1166,3.97,2,254.62,46,14.6,28.4,57.5,106.0,Smooth
2024-01-19,Night,M013,O045,Blend,953,995,5.66,1,356.89,35,13.4,35.9,57.6,104.41,Smooth
2024-01-28,Night,M004,O049,Blend,868,920,7.51,6,268.22,45,10.2,32.9,41.8,105.99,Smooth
2024-03-31,Night,M020,O041,Blend,997,828,6.23,0,347.82,19,6.9,28.8,50.5,83.05,Smooth
2024-01-06,Morning,M002,O004,Polyester,1138,871,6.89,7,319.2,29,1.5,26.9,45.9,76.54,Smooth
2024-01-11,Afternoon,M009,O001,Cotton,984,717,8.12,13,391.39,26,7.4,32.9,65.7,72.87,Power Cut
2024-04-21,Afternoon,M008,O022,Polyester,849,607,6.21,15,237.96,12,9.8,30.0,67.7,71.5,Smooth
2024-03-05,Morning,M011,O043,Polyester,1180,1237,3.42,14,399.79,38,8.0,30.5,63.1,104.83,Smooth
2024-01-24,Night,M005,O003,Cotton,1169,1168,9.65,0,466.05,34,1.9,31.8,70.7,99.91,Breakdown
2024-04-14,Morning,M018,O035,Blend,1200,1198,3.12,3,332.93,40,14.1,31.6,67.1,99.83,Smooth
2024-01-31,Afternoon,M010,O016,Polyester,854,739,6.9,4,386.94,17,1.2,33.8,41.2,86.53,Smooth
2024-03-19,Morning,M006,O038,Cotton,1030,949,7.62,7,285.16,26,1.5,28.0,78.2,92.14,Breakdown
2024-04-11,Morning,M006,O023,Polyester,869,685,9.22,5,351.69,32,0.6,30.9,69.9,78.83,Low Quality Yarn
2024-04-25,Night,M018,O034,Polyester,1001,1062,1.4,1,385.17,33,8.1,29.6,45.6,106.09,Humidity Issue
2024-03-06,Morning,M011,O011,Blend,1009,706,8.1,0,385.31,12,10.1,30.7,43.1,69.97,Humidity Issue
2024-02-05,Morning,M005,O023,Blend,1173,1104,1.64,13,332.76,37,3.0,24.4,69.7,94.12,Smooth
2024-01-03,Night,M002,O002,Polyester,860,706,6.62,1,311.91,19,4.1,31.2,69.9,82.09,Smooth
2024-01-24,Afternoon,M002,O032,Polyester,862,693,8.82,22,373.11,9,6.2,26.3,68.5,80.39,Smooth
2024-03-04,Morning,M018,O010,Polyester,924,890,6.25,3,308.84,34,7.8,29.2,68.4,96.32,Power Cut
2024-03-29,Night,M003,O002,Blend,1066,852,3.24,4,351.42,26,7.1,30.1,41.2,79.92,Operator Absent
2024-03-28,Morning,M015,O028,Polyester,923,970,0.13,28,243.04,45,0.9,29.6,63.3,105.09,Smooth
2024-01-26,Afternoon,M002,O019,Blend,997,916,2.19,5,414.53,9,14.1,32.6,46.6,91.88,Low Quality Yarn
2024-02-07,Morning,M019,O016,Polyester,1155,916,2.63,0,314.13,13,10.9,29.0,74.2,79.31,Breakdown
2024-02-10,Night,M008,O038,Polyester,965,774,0.21,2,275.88,23,4.2,28.9,77.6,80.21,Breakdown
2024-04-07,Morning,M012,O029,Polyester,1146,1217,5.67,4,284.27,47,7.0,24.7,74.3,106.2,Smooth
2024-02-24,Night,M007,O043,Cotton,938,1010,3.36,8,282.84,45,2.8,28.8,58.2,107.68,Breakdown
2024-04-14,Afternoon,M013,O041,Cotton,955,899,6.92,4,359.75,24,1.5,33.2,58.6,94.14,Power Cut
2024-01-03,Morning,M003,O015,Blend,933,959,6.15,17,298.02,10,4.9,30.0,67.9,102.79,Humidity Issue
2024-03-04,Morning,M004,O024,Blend,1079,1096,2.96,6,260.2,21,2.5,25.3,47.9,101.58,Smooth
2024-01-26,Night,M001,O034,Polyester,917,662,1.98,0,276.23,32,3.3,33.1,53.8,72.19,Humidity Issue
2024-01-01,Afternoon,M011,O032,Blend,1081,911,0.08,18,354.41,28,10.0,32.9,55.5,84.27,Breakdown
2024-03-19,Night,M001,O050,Cotton,1156,1108,0.45,0,457.99,50,2.0,24.4,72.9,95.85,Smooth
2024-01-22,Night,M018,O016,Blend,836,655,3.94,3,295.7,19,12.1,29.1,57.7,78.35,Breakdown
2024-02-11,Night,M002,O016,Cotton,1082,969,8.49,12,265.0,43,8.9,29.8,48.8,89.56,Smooth
2024-01-05,Morning,M012,O001,Blend,1075,868,8.03,0,327.18,25,13.3,33.9,56.5,80.74,Smooth
2024-01-03,Night,M003,O011,Cotton,836,764,0.49,0,389.58,11,2.1,26.6,56.4,91.39,Smooth
2024-02-29,Afternoon,M016,O005,Blend,936,897,7.12,1,382.95,39,11.7,28.7,46.8,95.83,Smooth
2024-04-05,Afternoon,M014,O039,Blend,939,965,7.69,9,288.73,14,7.9,27.5,63.4,102.77,Smooth
2024-02-18,Night,M009,O035,Polyester,1097,925,4.75,4,387.95,15,6.0,30.8,45.6,84.32,Smooth
2024-03-09,Morning,M005,O040,Cotton,1167,1108,7.29,26,357.55,13,13.5,28.1,61.2,94.94,Smooth
2024-03-23,Morning,M019,O023,Cotton,901,871,8.32,1,311.28,25,9.2,28.8,41.2,96.67,Humidity Issue
2024-03-09,Morning,M004,O020,Polyester,978,792,0.33,5,298.02,36,8.0,31.3,46.1,80.98,Humidity Issue
2024-03-01,Morning,M010,O031,Blend,1175,1255,7.57,13,304.09,23,10.5,31.9,48.8,106.81,Smooth
2024-02-14,Afternoon,M003,O020,Blend,861,753,7.82,15,421.52,32,10.0,29.3,49.1,87.46,Smooth
2024-04-14,Morning,M013,O045,Cotton,807,653,3.15,1,306.47,18,13.7,28.0,44.2,80.92,Smooth
2024-04-15,Morning,M007,O040,Blend,1140,1126,6.87,1,356.3,27,11.5,32.3,50.3,98.77,Humidity Issue
2024-01-01,Afternoon,M007,O047,Cotton,848,828,0.4,18,453.69,15,10.3,27.6,70.9,97.64,Smooth
2024-03-07,Afternoon,M001,O032,Blend,947,842,6.18,6,349.74,36,12.1,32.9,56.4,88.91,Smooth
2024-04-10,Night,M009,O043,Blend,833,659,4.06,17,356.94,27,5.6,25.4,65.7,79.11,Breakdown
2024-01-25,Morning,M019,O038,Polyester,1077,859,1.09,15,336.0,37,5.5,28.5,78.9,79.76,Low Quality Yarn
2024-02-11,Afternoon,M018,O001,Polyester,991,1082,2.68,0,328.4,15,10.8,35.4,41.2,109.18,Operator Absent
2024-04-01,Night,M007,O013,Blend,1155,1210,1.39,1,398.67,31,5.4,31.9,49.4,104.76,Smooth
2024-04-09,Afternoon,M011,O030,Polyester,1021,910,5.52,9,349.33,21,7.0,29.0,62.8,89.13,Smooth
2024-02-22,Morning,M011,O025,Polyester,1041,910,4.15,13,395.4,18,9.3,31.5,63.4,87.42,Smooth
2024-01-21,Morning,M014,O034,Polyester,1082,917,4.86,3,331.61,13,10.4,28.6,66.4,84.75,Smooth
2024-02-29,Afternoon,M003,O004,Blend,1056,1140,7.3,0,454.94,55,8.2,25.8,76.2,107.95,Smooth
2024-04-29,Night,M002,O020,Blend,928,680,1.91,5,412.86,33,6.1,31.0,41.9,73.28,Smooth
